date,period,division,pl_group,amount,start,var,lo80,hi80,lo95,hi95
2019-12-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-1111107.3987758071,373030.72167931835,-1503935.0303325048,765858.3532360159
2018-02-01,NA,Salt Lake City,Revenue,1944733.9685133188,NA,forecast,1617521.1913048343,2271946.7457218035,1444305.2102390279,2445162.72678761
2018-03-01,NA,Salt Lake City,Revenue,2275842.226981633,NA,forecast,1894249.8343253518,2657434.619637914,1692247.0237227213,2859437.4302405445
2018-04-01,NA,Salt Lake City,Revenue,2370622.6395979715,NA,forecast,1941487.1054158185,2799758.173780124,1714316.4759626815,3026928.803233261
2018-05-01,NA,Salt Lake City,Revenue,2321652.6359793236,NA,forecast,1849739.6574944574,2793565.61446419,1599924.0169094314,3043381.2550492156
2018-06-01,NA,Salt Lake City,Revenue,3089240.510821203,NA,forecast,2578117.813392186,3600363.2082502195,2307545.8013959723,3870935.2202464333
2018-07-01,NA,Salt Lake City,Revenue,2936543.459842118,NA,forecast,2389011.7581190397,3484075.1615651962,2099165.9834897523,3773920.9361944837
2018-08-01,NA,Salt Lake City,Revenue,2921856.4320794926,NA,forecast,2340190.2761477362,3503522.588011249,2032274.8129679475,3811438.0511910375
2018-09-01,NA,Salt Lake City,Revenue,2659463.5077754622,NA,forecast,2045557.9209617549,3273369.0945891696,1720575.9339840207,3598351.0815669037
2018-10-01,NA,Salt Lake City,Revenue,2498551.699917903,NA,forecast,1854017.2771864724,3143086.122649334,1512821.3638833254,3484282.035952481
2018-11-01,NA,Salt Lake City,Revenue,2244877.345734932,NA,forecast,1571104.9994261845,2918649.6920436798,1214431.4643138344,3275323.2271560295
2018-12-01,NA,Salt Lake City,Revenue,2437058.432192393,NA,forecast,1735265.2096438627,3138851.6547409235,1363758.318665629,3510358.545719157
2019-01-01,NA,Salt Lake City,Revenue,1783015.406091579,NA,forecast,1054269.1319396135,2511761.6802435443,668494.1573124591,2897536.654870699
2019-02-01,NA,Salt Lake City,Revenue,1944733.9685133188,NA,forecast,1190005.0869571483,2699462.8500694893,790475.7508085319,3098992.1862181057
2019-03-01,NA,Salt Lake City,Revenue,2275842.226981633,NA,forecast,1495995.9362167898,3055688.517746476,1083170.246805234,3468514.207158032
2019-04-01,NA,Salt Lake City,Revenue,2370622.6395979715,NA,forecast,1566443.064015291,3174802.215180652,1140736.1117195846,3600509.1674763584
2019-05-01,NA,Salt Lake City,Revenue,2321652.6359793236,NA,forecast,1493854.7486004075,3149450.52335824,1055645.0172757015,3587660.254682946
2019-06-01,NA,Salt Lake City,Revenue,3089240.510821203,NA,forecast,2238479.7366233952,3940001.2850190103,1788114.1872943605,4390366.834348045
2019-07-01,NA,Salt Lake City,Revenue,2936543.459842118,NA,forecast,2063423.5096186055,3809663.4100656305,1601221.7274744692,4271865.192209767
2019-08-01,NA,Salt Lake City,Revenue,2921856.4320794926,NA,forecast,2026935.7651804849,3816777.0989785003,1553193.3807435548,4290519.48341543
2019-09-01,NA,Salt Lake City,Revenue,2659463.5077754622,NA,forecast,1743260.7176642222,3575666.2978867022,1258252.2577310365,4060674.757819888
2019-10-01,NA,Salt Lake City,Revenue,2498551.699917903,NA,forecast,1561550.0429437668,3435553.3568920395,1065531.3279727157,3931572.0718630906
2019-11-01,NA,Salt Lake City,Revenue,2244877.345734932,NA,forecast,1287528.5807924303,3202226.1106774337,780738.757496515,3709015.9339733487
2019-12-01,NA,Salt Lake City,Revenue,2437058.432192393,NA,forecast,1459786.100494831,3414330.7638899554,942449.3780489203,3931667.486335866
2018-02-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-361005.2129848712,-233556.35062059964,-394738.88915498345,-199822.67445048736
2018-03-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-375066.36313330894,-219495.20047216187,-416243.56256267155,-178318.00104279927
2018-04-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-386949.00469347736,-207612.55891199346,-434416.4945969998,-160145.06900847104
2018-05-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-397431.5867412494,-197129.97686422136,-450448.22038236726,-144113.34322310355
2018-06-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-406916.4386999365,-187645.12490553432,-464954.0496736147,-129607.51393185617
2018-07-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-415643.65941531,-178917.9041901608,-478301.1819678935,-116260.38163757735
2018-08-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-423770.16606156493,-170791.3975439059,-490729.6013737224,-103831.96223174839
2018-09-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-431405.1936882171,-163156.36991725376,-502406.3684828534,-92155.19512261738
2018-10-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-438628.40787786565,-155933.15572760516,-513453.3212898704,-81108.2423156004
2018-11-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-445500.02795694896,-149061.53564852185,-523962.55730701203,-70599.00629845876
2018-12-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-452066.8873289481,-142494.6762765227,-534005.7020439842,-60555.861561486614
2019-01-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-458366.2622080791,-136195.3013973917,-543639.764550838,-50921.79905463278
2019-02-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-464428.3977919229,-130133.16581354791,-552911.000865612,-41650.56273985884
2019-03-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-470278.2357271137,-124283.32787835711,-561857.5559451166,-32704.007660354255
2019-04-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-475936.6314068441,-118624.93219862669,-570511.3253608136,-24050.238244657114
2019-05-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-481421.23398859927,-113140.32961687155,-578899.3011697992,-15662.262435671699
2019-06-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-486747.1367702149,-107814.42683525596,-587044.5665791488,-7516.99702632206
2019-07-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-491927.36717764364,-102634.19642782718,-594967.0453175404,405.481712069537
2019-08-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-496973.2622108868,-97588.30139458398,-602684.0758302561,8122.512224785227
2019-09-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-501894.7604674602,-92666.80313801061,-610210.8578905326,15649.294285061827
2019-10-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-506700.6323385835,-87860.93126688729,-617560.8046542534,22999.2410487826
2019-11-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-511398.66366201744,-83162.89994345335,-624745.823532724,30184.25992725324
2019-12-01,NA,Salt Lake City,General & Admin,-297280.7818027354,NA,forecast,-515995.8038413554,-78565.75976411547,-631776.5427215812,37214.979116110306
2018-02-01,NA,Salt Lake City,Cost of goods sold,-1367949.9811317334,NA,forecast,-1545018.6449820607,-1190881.3172814061,-1638753.1335509582,-1097146.8287125085
2018-03-01,NA,Salt Lake City,Cost of goods sold,-1549521.9901538508,NA,forecast,-1756017.762353009,-1343026.2179546924,-1865330.0210996426,-1233713.959208059
2018-04-01,NA,Salt Lake City,Cost of goods sold,-1508165.7077640549,NA,forecast,-1740389.0833198181,-1275942.3322082916,-1863320.7125993052,-1153010.7029288046
2018-05-01,NA,Salt Lake City,Cost of goods sold,-1607713.7466392624,NA,forecast,-1863085.805355363,-1352341.6879231618,-1998271.6072811845,-1217155.8859973403
2018-06-01,NA,Salt Lake City,Cost of goods sold,-2046622.200575191,NA,forecast,-2323212.2954652393,-1770032.1056851426,-2469630.247258541,-1623614.153891841
2018-07-01,NA,Salt Lake City,Cost of goods sold,-2114790.4438226973,NA,forecast,-2411082.9898134335,-1818497.897831961,-2567930.789199857,-1661650.0984455375
2018-08-01,NA,Salt Lake City,Cost of goods sold,-2021557.7415988925,NA,forecast,-2336321.883502094,-1706793.5996956907,-2502947.955103696,-1540167.5280940891
2018-09-01,NA,Salt Lake City,Cost of goods sold,-1681653.9745657775,NA,forecast,-2013864.2351635583,-1349443.7139679966,-2189725.724132577,-1173582.224998978
2018-10-01,NA,Salt Lake City,Cost of goods sold,-1736475.570394285,NA,forecast,-2085260.3886774664,-1387690.7521111036,-2269895.9184852974,-1203055.2223032727
2018-11-01,NA,Salt Lake City,Cost of goods sold,-1541690.9493040186,NA,forecast,-1906297.6438163635,-1177084.2547916737,-2099308.768968352,-984073.129639685
2018-12-01,NA,Salt Lake City,Cost of goods sold,-1295838.8027522704,NA,forecast,-1675608.7777392417,-916068.827765299,-1876646.8587026624,-715030.7468018784
2019-01-01,NA,Salt Lake City,Cost of goods sold,-1369691.1221898333,NA,forecast,-1764046.532087176,-975335.7122924905,-1972805.6758979126,-766576.5684817539
2019-02-01,NA,Salt Lake City,Cost of goods sold,-1367949.9811317334,NA,forecast,-1776365.678104423,-959534.2841590438,-1992567.8882911135,-743332.0739723532
2019-03-01,NA,Salt Lake City,Cost of goods sold,-1549521.9901538508,NA,forecast,-1971529.7788877487,-1127514.2014199528,-2194927.2078224346,-904116.7724852667
2019-04-01,NA,Salt Lake City,Cost of goods sold,-1508165.7077640549,NA,forecast,-1943341.2654077038,-1072990.150120406,-2173709.290141273,-842622.1253868368
2019-05-01,NA,Salt Lake City,Cost of goods sold,-1607713.7466392624,NA,forecast,-2055670.171070085,-1159757.32220844,-2292803.9779907023,-922623.5152878227
2019-06-01,NA,Salt Lake City,Cost of goods sold,-2046622.200575191,NA,forecast,-2507004.813634409,-1586239.587515973,-2750716.647466258,-1342527.7536841242
2019-07-01,NA,Salt Lake City,Cost of goods sold,-2114790.4438226973,NA,forecast,-2587272.5520824916,-1642308.335562903,-2837389.4717714665,-1392191.4158739282
2019-08-01,NA,Salt Lake City,Cost of goods sold,-2021557.7415988925,NA,forecast,-2505837.13909997,-1537278.344097815,-2762199.1664747726,-1280916.3167230121
2019-09-01,NA,Salt Lake City,Cost of goods sold,-1681653.9745657775,NA,forecast,-2177450.0284653553,-1185857.9206661996,-2439908.6054727323,-923399.3436588225
2019-10-01,NA,Salt Lake City,Cost of goods sold,-1736475.570394285,NA,forecast,-2243526.7702555805,-1229424.3705329895,-2511943.4616325432,-961007.6791560268
2019-11-01,NA,Salt Lake City,Cost of goods sold,-1541690.9493040186,NA,forecast,-2059752.8292943977,-1023629.0693136395,-2333998.222646362,-749383.675961675
2019-12-01,NA,Salt Lake City,Cost of goods sold,-1295838.8027522704,NA,forecast,-1824682.1668191294,-766995.4386854114,-2104634.9330847836,-487042.6724197571
2018-02-01,NA,San Diego,Cost of goods sold,-850842.525166648,NA,forecast,-1010981.177247233,-690703.873086063,-1095753.4589513203,-605931.5913819757
2018-03-01,NA,San Diego,Cost of goods sold,-926157.9874599995,NA,forecast,-1112910.1428174514,-739405.8321025476,-1211770.7621440128,-640545.2127759862
2018-04-01,NA,San Diego,Cost of goods sold,-922270.2370152335,NA,forecast,-1132290.1102918382,-712250.3637386289,-1243467.9154597106,-601072.5585707562
2018-05-01,NA,San Diego,Cost of goods sold,-1015080.1342942883,NA,forecast,-1246035.3827983832,-784124.8857901935,-1368295.706167249,-661864.5624213277
2018-06-01,NA,San Diego,Cost of goods sold,-1422200.986978753,NA,forecast,-1672345.5580812565,-1172056.4158762495,-1804764.0952222995,-1039637.8787352066
2018-07-01,NA,San Diego,Cost of goods sold,-1445553.051456628,NA,forecast,-1713516.2692543746,-1177589.8336588813,-1855367.428174166,-1035738.6747390897
2018-08-01,NA,San Diego,Cost of goods sold,-1323579.4311714587,NA,forecast,-1608248.1258552785,-1038910.7364876389,-1758942.630052353,-888216.2322905643
2018-09-01,NA,San Diego,Cost of goods sold,-1187194.3457676708,NA,forecast,-1487641.0887579336,-886747.602777408,-1646687.9871983505,-727700.7043369911
2018-10-01,NA,San Diego,Cost of goods sold,-1115802.8693898907,NA,forecast,-1431239.431972487,-800366.3068072944,-1598221.4615799584,-633384.277199823
2018-11-01,NA,San Diego,Cost of goods sold,-1007161.985716299,NA,forecast,-1336907.6523358794,-677416.3190967187,-1511464.4640624477,-502859.50737015036
2018-12-01,NA,San Diego,Cost of goods sold,-1129432.619866022,NA,forecast,-1472891.7648816388,-785973.474850405,-1654708.0535591354,-604157.1861729084
2019-01-01,NA,San Diego,Cost of goods sold,-856097.527378762,NA,forecast,-1212747.55413553,-499447.5006219941,-1401546.6738057805,-310648.3809517436
2019-02-01,NA,San Diego,Cost of goods sold,-850842.525166648,NA,forecast,-1220208.497105145,-481476.55322815105,-1415739.0315405005,-285946.0187927956
2019-03-01,NA,San Diego,Cost of goods sold,-926157.9874599995,NA,forecast,-1307816.4746793166,-544499.5002406824,-1509854.2736301315,-342461.7012898675
2019-04-01,NA,San Diego,Cost of goods sold,-922270.2370152335,NA,forecast,-1315837.4873130764,-528702.9867173906,-1524179.404634589,-320361.0693958779
2019-05-01,NA,San Diego,Cost of goods sold,-1015080.1342942883,NA,forecast,-1420206.238300772,-609954.0302878049,-1634667.043161516,-395493.2254270606
2019-06-01,NA,San Diego,Cost of goods sold,-1422200.986978753,NA,forecast,-1838565.1782679888,-1005836.7956895173,-2058975.0671791544,-785426.9067783516
2019-07-01,NA,San Diego,Cost of goods sold,-1445553.051456628,NA,forecast,-1872859.8726383245,-1018246.2302749313,-2099062.4399052467,-792043.6630080089
2019-08-01,NA,San Diego,Cost of goods sold,-1323579.4311714587,NA,forecast,-1761555.5710111463,-885603.2913317711,-1993406.1344058914,-653752.727937026
2019-09-01,NA,San Diego,Cost of goods sold,-1187194.3457676708,NA,forecast,-1635586.0034837136,-738802.6880516281,-1872950.2089881974,-501438.4825471442
2019-10-01,NA,San Diego,Cost of goods sold,-1115802.8693898907,NA,forecast,-1574373.5382619938,-657232.2005177876,-1817126.1867811996,-414479.55199858185
2019-11-01,NA,San Diego,Cost of goods sold,-1007161.985716299,NA,forecast,-1475690.5739478767,-538633.3974847214,-1723714.6265544803,-290609.3448781179
2019-12-01,NA,San Diego,Cost of goods sold,-1129432.619866022,NA,forecast,-1607711.845455784,-651153.3942762599,-1860897.5736864987,-397967.66604554513
2018-02-01,NA,San Diego,General & Admin,-212235.840926136,NA,forecast,-233079.61097249898,-191392.07087977303,-244113.6363198356,-180358.0455324364
2018-03-01,NA,San Diego,General & Admin,-223430.61445598994,NA,forecast,-248873.67828723934,-197987.55062474054,-262342.42269400734,-184518.80621797254
2018-04-01,NA,San Diego,General & Admin,-230739.6932880488,NA,forecast,-260069.47754392773,-201409.90903216985,-275595.7274589594,-185883.6591171382
2018-05-01,NA,San Diego,General & Admin,-233806.96776940697,NA,forecast,-266565.523779582,-201048.4117592319,-283906.8558204951,-183707.07971831883
2018-06-01,NA,San Diego,General & Admin,-249353.61806437926,NA,forecast,-285214.59601043013,-213492.64011832836,-304198.2510189467,-194508.98510981182
2018-07-01,NA,San Diego,General & Admin,-264122.58354498754,NA,forecast,-302838.16808949003,-225406.99900048506,-323332.96055029705,-204912.20653967804
2018-08-01,NA,San Diego,General & Admin,-277860.21401743556,NA,forecast,-319233.91622062126,-236486.51181424985,-341135.83117207536,-214584.59686279573
2018-09-01,NA,San Diego,General & Admin,-248161.8824787204,NA,forecast,-292032.9433431817,-204290.8216142591,-315256.88011259923,-181066.88484484152
2018-10-01,NA,San Diego,General & Admin,-249321.7444542048,NA,forecast,-295555.46298028313,-203088.02592812647,-320030.1151657399,-178613.3737426697
2018-11-01,NA,San Diego,General & Admin,-227833.437660797,NA,forecast,-276314.8101261472,-179352.06519544683,-301979.2984344743,-153687.57688711974
2018-12-01,NA,San Diego,General & Admin,-272719.73609832773,NA,forecast,-323349.0776257403,-222090.39457091514,-350150.63207053766,-195288.8401261178
2019-01-01,NA,San Diego,General & Admin,-223107.68361360545,NA,forecast,-275798.07933399203,-170417.28789321886,-303690.68996281584,-142524.67726439502
2019-02-01,NA,San Diego,General & Admin,-212235.840926136,NA,forecast,-266909.0935140908,-157562.5883381812,-295851.3651633645,-128620.3166889075
2019-03-01,NA,San Diego,General & Admin,-223430.61445598994,NA,forecast,-280017.285111911,-166843.94380006887,-309972.45910154976,-136888.76981043012
2019-04-01,NA,San Diego,General & Admin,-230739.6932880488,NA,forecast,-289177.16451411275,-172302.22206198482,-320112.09314307047,-141367.29343302714
2019-05-01,NA,San Diego,General & Admin,-233806.96776940697,NA,forecast,-294038.3947047903,-173575.54083402362,-325922.9861214587,-141690.9494173552
2019-06-01,NA,San Diego,General & Admin,-249353.61806437926,NA,forecast,-311327.09253570286,-187380.14359305566,-344133.8682129476,-154573.36791581087
2019-07-01,NA,San Diego,General & Admin,-264122.58354498754,NA,forecast,-327790.4583754165,-200454.70871455857,-361494.1954214213,-166750.97166855377
2019-08-01,NA,San Diego,General & Admin,-277860.21401743556,NA,forecast,-343178.5501321786,-212541.87790269253,-377755.988605776,-177964.43942909513
2019-09-01,NA,San Diego,General & Admin,-248161.8824787204,NA,forecast,-315089.991522484,-181233.77343495676,-350519.59230946144,-145804.17264797934
2019-10-01,NA,San Diego,General & Admin,-249321.7444542048,NA,forecast,-317821.8066990618,-180821.68220934778,-354083.5492448051,-144559.9396636045
2019-11-01,NA,San Diego,General & Admin,-227833.437660797,NA,forecast,-297870.17998170067,-157796.69533989334,-334945.39182172855,-120721.48349986544
2019-12-01,NA,San Diego,General & Admin,-272719.73609832773,NA,forecast,-344260.15839439776,-201179.3138022577,-382131.37033053895,-163308.1018661165
2018-02-01,NA,San Diego,Revenue,1160758.9948834318,NA,forecast,1034752.8462566771,1286765.1435101866,968049.2204358539,1353468.7693310098
2018-03-01,NA,San Diego,Revenue,1287126.9081469197,NA,forecast,1128130.9027302924,1446122.913563547,1043963.5016320224,1530290.314661817
