model_year,division,carline,eng_displ,cylinders,mpg,aspiration,trans,gears,lockup_torque_converter,drive_sys,fuel_type,intake_valves_per_cyl,exhaust_valves_per_cyl,car_class
2017,chevrolet,CRUZE,1.6,4,51.3529,Turbocharged,M,6,0,F,DU,2,2,compact_cars
2018,chevrolet,CRUZE,1.4,4,45.8337,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2018,chevrolet,CRUZE,1.4,4,43.4442,Turbocharged,M,6,0,F,G,2,2,compact_cars
2018,chevrolet,CRUZE,1.6,4,51.2144,Turbocharged,M,6,0,F,DU,2,2,compact_cars
2015,chevrolet,CRUZE ECO,1.4,4,40.8125,Turbocharged,A,6,1,F,G,2,2,midsize_cars
2015,chevrolet,CRUZE ECO,1.4,4,44.3585,Turbocharged,M,6,0,F,G,2,2,midsize_cars
2017,chevrolet,CRUZE HATCHBACK,1.4,4,46.1513,Turbocharged,SA,6,1,F,G,2,2,midsize_cars
2017,chevrolet,CRUZE HATCHBACK,1.4,4,44.3586,Turbocharged,M,6,0,F,G,2,2,midsize_cars
2018,chevrolet,CRUZE HATCHBACK,1.6,4,50.0238,Turbocharged,A,9,1,F,DU,2,2,midsize_cars
2018,chevrolet,CRUZE HATCHBACK,1.4,4,45.8337,Turbocharged,SA,6,1,F,G,2,2,midsize_cars
2018,chevrolet,CRUZE HATCHBACK,1.4,4,43.4442,Turbocharged,M,6,0,F,G,2,2,midsize_cars
2018,chevrolet,CRUZE HATCHBACK,1.6,4,51.2144,Turbocharged,M,6,0,F,DU,2,2,midsize_cars
2016,chevrolet,CRUZE LIMITED ECO,1.4,4,44.7932,Turbocharged,M,6,0,F,G,2,2,midsize_cars
2016,chevrolet,CRUZE PREMIER,1.4,4,46.6393,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2017,chevrolet,CRUZE PREMIER,1.4,4,46.1513,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2018,chevrolet,CRUZE PREMIER,1.4,4,45.8337,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2017,chevrolet,CRUZE PREMIER HATCHBACK,1.4,4,46.1513,Turbocharged,SA,6,1,F,G,2,2,midsize_cars
2018,chevrolet,CRUZE PREMIER HATCHBACK,1.4,4,45.8337,Turbocharged,SA,6,1,F,G,2,2,midsize_cars
2015,chevrolet,EQUINOX AWD,2.4,4,30.7928,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2015,chevrolet,EQUINOX AWD,3.6,6,24.1463,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2016,chevrolet,EQUINOX AWD,3.6,6,23.8378,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2017,chevrolet,EQUINOX AWD,2.4,4,30.7928,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2017,chevrolet,EQUINOX AWD,3.6,6,23.4542,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2018,chevrolet,EQUINOX AWD,1.5,4,35.2988,Turbocharged,A,6,1,A,G,2,2,small_suv_4wd
2018,chevrolet,EQUINOX AWD,1.6,4,43.4935,Turbocharged,A,6,1,A,DU,2,2,small_suv_4wd
2018,chevrolet,EQUINOX AWD,2,4,32.0958,Turbocharged,A,9,1,A,GPR,2,2,small_suv_4wd
2015,chevrolet,EQUINOX FWD,2.4,4,34.0888,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2015,chevrolet,EQUINOX FWD,3.6,6,25.2919,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2016,chevrolet,EQUINOX FWD,3.6,6,25.6932,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2017,chevrolet,EQUINOX FWD,2.4,4,34.0888,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2017,chevrolet,EQUINOX FWD,3.6,6,25.3395,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2018,chevrolet,EQUINOX FWD,1.5,4,38.1768,Turbocharged,A,6,1,F,G,2,2,small_suv_2wd
2018,chevrolet,EQUINOX FWD,1.6,4,43.3973,Turbocharged,A,6,1,F,DU,2,2,small_suv_2wd
2018,chevrolet,EQUINOX FWD,2,4,33.7023,Turbocharged,A,9,1,F,GPR,2,2,small_suv_2wd
2015,chevrolet,G2500 EXPRESS 2WD PASS MDPV,4.8,8,16.6993,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2015,chevrolet,G2500 EXPRESS 2WD PASS MDPV,6,8,15.9434,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2017,chevrolet,G2500 EXPRESS 2WD PASS MDPV,6,8,15.9434,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2015,chevrolet,G2500 EXPRESS CONV 2WD CARGOMDPV,6,8,15.13,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_cargo_types"
2015,chevrolet,G2500 EXPRESS CONV 2WD CARGOMDPV,6,8,15.2838,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_cargo_types"
2015,chevrolet,G3500 EXPRESS 2WD PASS MDPV,4.8,8,16.6466,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2015,chevrolet,G3500 EXPRESS 2WD PASS MDPV,6,8,15.6846,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2015,chevrolet,G3500 EXPRESS 2WD PASS MDPV,6,8,15.7705,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2016,chevrolet,G3500 EXPRESS 2WD PASS MDPV,6,8,15.7566,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2017,chevrolet,G3500 EXPRESS 2WD PASS MDPV,6,8,15.6676,Naturally_Aspirated,A,6,1,R,G,1,1,"vans,_passenger_type"
2015,chevrolet,IMPALA,2.5,4,35.8023,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2015,chevrolet,IMPALA,3.6,6,27.6533,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2015,chevrolet,IMPALA,3.6,6,28.9863,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2016,chevrolet,IMPALA,2.5,4,36.0136,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2016,chevrolet,IMPALA,3.6,6,28.0689,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2017,chevrolet,IMPALA,2.5,4,32.5655,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2017,chevrolet,IMPALA,3.6,6,28.4739,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2017,chevrolet,IMPALA,3.6,6,28.9863,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2018,chevrolet,IMPALA,2.5,4,32.5741,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2018,chevrolet,IMPALA,3.6,6,28.4671,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2018,chevrolet,IMPALA,3.6,6,28.7145,Naturally_Aspirated,SA,6,1,F,G,2,2,large_cars
2015,chevrolet,Impala Dual Fuel,3.6,6,25.6629,Naturally_Aspirated,SA,6,1,F,G,2,2,midsize_cars
2015,chevrolet,IMPALA LIMITED,3.6,6,28.1841,Naturally_Aspirated,A,6,1,F,G,2,2,large_cars
2015,chevrolet,K15 SILVERADO 4WD,4.3,6,24.3322,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2015,chevrolet,K15 SILVERADO 4WD,5.3,8,23.4536,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2015,chevrolet,K15 SILVERADO 4WD,5.3,8,23.4597,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2015,chevrolet,K15 SILVERADO 4WD,6.2,8,22.0201,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2016,chevrolet,K15 SILVERADO 4WD,4.3,6,24.2684,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2016,chevrolet,K15 SILVERADO 4WD,5.3,8,23.1842,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2016,chevrolet,K15 SILVERADO 4WD,5.3,8,23.2683,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2016,chevrolet,K15 SILVERADO 4WD,5.3,8,21.9258,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2016,chevrolet,K15 SILVERADO 4WD,5.3,8,23.5269,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2017,chevrolet,K15 SILVERADO 4WD,4.3,6,24.3844,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2017,chevrolet,K15 SILVERADO 4WD,5.3,8,23.1622,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2017,chevrolet,K15 SILVERADO 4WD,5.3,8,23.3088,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2017,chevrolet,K15 SILVERADO 4WD,5.3,8,21.4327,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2017,chevrolet,K15 SILVERADO 4WD,5.3,8,23.5269,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2017,chevrolet,K15 SILVERADO 4WD,6.2,8,21.5215,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2018,chevrolet,K15 SILVERADO 4WD,4.3,6,24.3975,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2018,chevrolet,K15 SILVERADO 4WD,5.3,8,23.3772,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2018,chevrolet,K15 SILVERADO 4WD,5.3,8,23.484,Naturally_Aspirated,A,6,1,4,G,1,1,standard_pick-up_trucks_4wd
2018,chevrolet,K15 SILVERADO 4WD,5.3,8,22.1503,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2018,chevrolet,K15 SILVERADO 4WD,5.3,8,23.4402,Naturally_Aspirated,A,8,1,4,G,1,1,standard_pick-up_trucks_4wd
2018,chevrolet,K15 SILVERADO 4WD,6.2,8,21.8108,Naturally_Aspirated,A,8,1,4,GPR,1,1,standard_pick-up_trucks_4wd
2015,chevrolet,K15 SILVERADO 4WD CAB CHASSIS,4.3,6,24.3113,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2015,chevrolet,K15 SILVERADO 4WD CAB CHASSIS,5.3,8,23.0686,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2015,chevrolet,K1500 SUBURBAN 4WD,5.3,8,22.806,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2016,chevrolet,K1500 SUBURBAN 4WD,5.3,8,22.9366,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2017,chevrolet,K1500 SUBURBAN 4WD,5.3,8,22.8429,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2018,chevrolet,K1500 SUBURBAN 4WD,5.3,8,22.7532,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2018,chevrolet,K1500 SUBURBAN 4WD,5.3,8,22.7535,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2015,chevrolet,K1500 TAHOE 4WD,5.3,8,23.0686,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2017,chevrolet,K1500 TAHOE 4WD,5.3,8,23.0686,Naturally_Aspirated,A,6,1,4,G,1,1,standard_suv_4wd
2018,chevrolet,K1500 TAHOE 4WD,6.2,8,21.8209,Naturally_Aspirated,A,10,1,4,GPR,1,1,standard_suv_4wd
2015,chevrolet,MALIBU,2,4,31.3793,Turbocharged,SA,6,1,F,G,2,2,midsize_cars
2015,chevrolet,MALIBU,2.5,4,39.2891,Naturally_Aspirated,SA,6,1,F,G,2,2,midsize_cars
2016,chevrolet,MALIBU,1.5,4,41.1333,Turbocharged,A,6,1,F,G,1,1,midsize_cars
2016,chevrolet,MALIBU,1.8,4,61.4574,Naturally_Aspirated,CVT,1,1,F,G,2,2,midsize_cars
2016,chevrolet,MALIBU,2,4,34.3746,Turbocharged,SA,8,1,F,G,2,2,midsize_cars
2017,chevrolet,MALIBU,1.5,4,41.1333,Turbocharged,A,6,1,F,G,2,2,midsize_cars
2017,chevrolet,MALIBU,2,4,34.498,Turbocharged,A,9,1,F,GPR,2,2,midsize_cars
2017,chevrolet,MALIBU,1.8,4,64.5035,Naturally_Aspirated,CVT,1,1,F,G,2,2,midsize_cars
2018,chevrolet,MALIBU,1.5,4,41.2317,Turbocharged,A,6,1,F,G,2,2,midsize_cars
2018,chevrolet,MALIBU,2,4,34.3652,Turbocharged,A,9,1,F,GPR,2,2,midsize_cars
2016,chevrolet,MALIBU LIMITED,2.5,4,36.0247,Naturally_Aspirated,SA,6,1,F,G,2,2,midsize_cars
2015,chevrolet,SONIC,1.4,4,40.8578,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2015,chevrolet,SONIC,1.8,4,37.7924,Naturally_Aspirated,SA,6,1,F,G,2,2,compact_cars
2015,chevrolet,SONIC,1.8,4,39.4158,Naturally_Aspirated,M,5,0,F,G,2,2,compact_cars
2015,chevrolet,SONIC,1.4,4,43.9612,Turbocharged,M,6,0,F,G,2,2,compact_cars
2016,chevrolet,SONIC,1.8,4,37.6361,Naturally_Aspirated,SA,6,1,F,G,2,2,compact_cars
2017,chevrolet,SONIC,1.4,4,40.8578,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2017,chevrolet,SONIC,1.8,4,37.6361,Naturally_Aspirated,SA,6,1,F,G,2,2,compact_cars
2017,chevrolet,SONIC,1.8,4,38.4,Naturally_Aspirated,M,5,0,F,G,2,2,compact_cars
2017,chevrolet,SONIC,1.4,4,43.2941,Turbocharged,M,6,0,F,G,2,2,compact_cars
2018,chevrolet,SONIC,1.4,4,40.7262,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2018,chevrolet,SONIC,1.8,4,38.434,Naturally_Aspirated,SA,6,1,F,G,2,2,compact_cars
2018,chevrolet,SONIC,1.8,4,39.2279,Naturally_Aspirated,M,5,0,F,G,2,2,compact_cars
2018,chevrolet,SONIC,1.4,4,43.1626,Turbocharged,M,6,0,F,G,2,2,compact_cars
2015,chevrolet,SONIC RS,1.4,4,37.6394,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2015,chevrolet,SONIC RS,1.4,4,39.3546,Turbocharged,M,6,0,F,G,2,2,compact_cars
2016,chevrolet,SONIC RS,1.4,4,37.2161,Turbocharged,SA,6,1,F,G,2,2,compact_cars
2016,chevrolet,SONIC RS,1.4,4,39.1304,Turbocharged,M,6,0,F,G,2,2,compact_cars
2015,chevrolet,SPARK,1.2,4,45.5243,Naturally_Aspirated,CVT,1,1,F,G,2,2,subcompact_cars
2015,chevrolet,SPARK,1.2,4,46.5881,Naturally_Aspirated,M,5,0,F,G,2,2,subcompact_cars
2016,chevrolet,SPARK,1.4,4,47.363,Naturally_Aspirated,CVT,1,1,F,G,2,2,subcompact_cars
2016,chevrolet,SPARK,1.4,4,45.9695,Naturally_Aspirated,M,5,0,F,G,2,2,subcompact_cars
2017,chevrolet,SPARK,1.4,4,45.6471,Naturally_Aspirated,CVT,1,1,F,G,2,2,subcompact_cars
2017,chevrolet,SPARK,1.4,4,45.1098,Naturally_Aspirated,M,5,0,F,G,2,2,subcompact_cars
2018,chevrolet,SPARK,1.4,4,45.4679,Naturally_Aspirated,CVT,1,1,F,G,2,2,subcompact_cars
2018,chevrolet,SPARK,1.4,4,45.3568,Naturally_Aspirated,M,5,0,F,G,2,2,subcompact_cars
2017,chevrolet,SPARK ACTIV,1.4,4,45.6471,Naturally_Aspirated,CVT,1,1,F,G,2,2,subcompact_cars
2017,chevrolet,SPARK ACTIV,1.4,4,45.1098,Naturally_Aspirated,M,5,0,F,G,2,2,subcompact_cars
2018,chevrolet,SPARK ACTIV,1.4,4,45.4679,Naturally_Aspirated,CVT,1,1,F,G,2,2,subcompact_cars
2018,chevrolet,SPARK ACTIV,1.4,4,45.3568,Naturally_Aspirated,M,5,0,F,G,2,2,subcompact_cars
2015,chevrolet,SS,6.2,8,21.2913,Naturally_Aspirated,SA,6,1,R,GPR,1,1,large_cars
2015,chevrolet,SS,6.2,8,23.726,Naturally_Aspirated,M,6,0,R,GPR,1,1,large_cars
2016,chevrolet,SS,6.2,8,20.4058,Naturally_Aspirated,SA,6,1,R,GPR,1,1,large_cars
2016,chevrolet,SS,6.2,8,21.4943,Naturally_Aspirated,M,6,0,R,G,1,1,large_cars
2017,chevrolet,SS,6.2,8,20.4058,Naturally_Aspirated,SA,6,1,R,GPR,1,1,large_cars
2017,chevrolet,SS,6.2,8,21.4943,Naturally_Aspirated,M,6,0,R,GPR,1,1,large_cars
2018,chevrolet,TRAVERSE,2,4,29.9584,Turbocharged,A,9,1,F,GPR,2,2,standard_suv_2wd
2018,chevrolet,TRAVERSE,3.6,6,27.9588,Naturally_Aspirated,SA,9,1,F,G,2,2,standard_suv_2wd
2015,chevrolet,TRAVERSE AWD,3.6,6,24.1906,Naturally_Aspirated,A,6,1,A,G,2,2,standard_suv_4wd
2016,chevrolet,TRAVERSE AWD,3.6,6,22.0571,Naturally_Aspirated,A,6,1,A,G,2,2,standard_suv_4wd
2017,chevrolet,TRAVERSE AWD,3.6,6,22.0571,Naturally_Aspirated,A,6,1,A,G,2,2,standard_suv_4wd
2018,chevrolet,TRAVERSE AWD,3.6,6,25.9939,Naturally_Aspirated,SA,9,1,A,G,2,2,standard_suv_4wd
2015,chevrolet,TRAVERSE FWD,3.6,6,24.7921,Naturally_Aspirated,A,6,1,F,G,2,2,standard_suv_2wd
2016,chevrolet,TRAVERSE FWD,3.6,6,22.577,Naturally_Aspirated,A,6,1,F,G,2,2,standard_suv_2wd
2017,chevrolet,TRAVERSE FWD,3.6,6,22.5529,Naturally_Aspirated,A,6,1,F,G,2,2,standard_suv_2wd
2015,chevrolet,TRAX,1.4,4,40.0906,Turbocharged,SA,6,1,F,G,2,2,small_suv_2wd
2017,chevrolet,TRAX,1.4,4,38.1227,Turbocharged,SA,6,1,F,G,2,2,small_suv_2wd
2015,chevrolet,TRAX AWD,1.4,4,35.694,Turbocharged,SA,6,1,A,G,2,2,small_suv_4wd
2017,chevrolet,TRAX AWD,1.4,4,35.6641,Turbocharged,SA,6,1,A,G,2,2,small_suv_4wd
2018,chevrolet,TRAX AWD,1.4,4,35.5238,Turbocharged,SA,6,1,A,G,2,2,small_suv_4wd
2015,chevrolet,City Express Cargo Van,2,4,34.9238,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2017,chevrolet,City Express Cargo Van,2,4,34.9238,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2018,chevrolet,City Express Cargo Van,2,4,34.8169,Naturally_Aspirated,CVT,1,1,F,G,2,2,special_purpose_vehicle_2wd
2015,chrysler,200,2.4,4,36.5912,Naturally_Aspirated,A,9,1,F,G,2,2,midsize_cars
2015,chrysler,200,3.6,6,30.168,Naturally_Aspirated,A,9,1,F,G,2,2,midsize_cars
2017,chrysler,200,2.4,4,36.5912,Naturally_Aspirated,A,9,1,F,G,2,2,midsize_cars
2017,chrysler,200,3.6,6,30.168,Naturally_Aspirated,A,9,1,F,G,2,2,midsize_cars
2015,chrysler,200 AWD,3.6,6,28.5513,Naturally_Aspirated,A,9,1,A,G,2,2,midsize_cars
2017,chrysler,200 AWD,3.6,6,28.5513,Naturally_Aspirated,A,9,1,A,G,2,2,midsize_cars
2015,chrysler,300,3.6,6,29.8923,Naturally_Aspirated,A,8,1,R,G,2,2,large_cars
2015,chrysler,300,5.7,8,24.6534,Naturally_Aspirated,A,8,1,R,GM,1,1,large_cars
2017,chrysler,300,3.6,6,29.8923,Naturally_Aspirated,A,8,1,R,G,2,2,large_cars
2017,chrysler,300,5.7,8,24.6535,Naturally_Aspirated,A,8,1,R,GM,1,1,large_cars
2015,chrysler,300 AWD,3.6,6,27.9923,Naturally_Aspirated,A,8,1,A,G,2,2,large_cars
2017,chrysler,300 AWD,3.6,6,27.9923,Naturally_Aspirated,A,8,1,A,G,2,2,large_cars
2017,chrysler,Pacifica,3.6,6,29.0899,Naturally_Aspirated,A,9,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2017,chrysler,Pacifica,3.6,6,29.1809,Naturally_Aspirated,A,9,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2015,chrysler,Town & Country,3.6,6,25.9349,Naturally_Aspirated,A,6,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2016,chrysler,Town & Country,3.6,6,25.9349,Naturally_Aspirated,A,6,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2015,dodge,Challenger,3.6,6,29.8923,Naturally_Aspirated,A,8,1,R,G,2,2,midsize_cars
2015,dodge,Challenger,5.7,8,24.6534,Naturally_Aspirated,A,8,1,R,GM,1,1,midsize_cars
2015,dodge,Challenger,6.4,8,23.4876,Naturally_Aspirated,A,8,1,R,GP,1,1,midsize_cars
2015,dodge,Challenger,5.7,8,23.1399,Naturally_Aspirated,M,6,0,R,GP,1,1,midsize_cars
2015,dodge,Challenger,6.4,8,21.6811,Naturally_Aspirated,M,6,0,R,GP,1,1,midsize_cars
2017,dodge,Challenger,3.6,6,29.8923,Naturally_Aspirated,A,8,1,R,G,2,2,midsize_cars
2017,dodge,Challenger,5.7,8,24.6535,Naturally_Aspirated,A,8,1,R,GM,1,1,midsize_cars
2017,dodge,Challenger,6.4,8,23.4876,Naturally_Aspirated,A,8,1,R,GP,1,1,midsize_cars
2017,dodge,Challenger,5.7,8,23.1399,Naturally_Aspirated,M,6,0,R,GP,1,1,midsize_cars
2017,dodge,Challenger,6.4,8,21.6811,Naturally_Aspirated,M,6,0,R,GP,1,1,midsize_cars
2017,dodge,Challenger GT,3.6,6,27.9923,Naturally_Aspirated,A,8,1,A,G,2,2,midsize_cars
2017,dodge,Challenger SRT,6.2,8,19.7548,Supercharged,M,6,0,R,GP,1,1,midsize_cars
2015,dodge,Challenger SRT8,6.2,8,20.0858,Supercharged,A,8,1,R,GP,1,1,midsize_cars
2015,dodge,Challenger SRT8,6.2,8,19.7548,Supercharged,M,6,0,R,GP,1,1,midsize_cars
2016,dodge,Challenger SRT8,6.2,8,20.0858,Supercharged,A,8,1,R,GP,1,1,midsize_cars
2016,dodge,Challenger SRT8,6.2,8,19.7548,Supercharged,M,6,0,R,GP,1,1,midsize_cars
2015,dodge,Charger,3.6,6,29.8923,Naturally_Aspirated,A,8,1,R,G,2,2,large_cars
2015,dodge,Charger AWD,3.6,6,27.9923,Naturally_Aspirated,A,8,1,A,G,2,2,large_cars
2015,dodge,Dart,2,4,36.2993,Naturally_Aspirated,A,6,1,F,G,2,2,midsize_cars
2015,dodge,Dart,2.4,4,36.1537,Naturally_Aspirated,A,6,1,F,G,2,2,midsize_cars
2015,dodge,Dart,1.4,4,41.1267,Turbocharged,AM,6,1,F,GP,2,2,midsize_cars
2015,dodge,Dart,2,4,38.6792,Naturally_Aspirated,M,6,0,F,G,2,2,midsize_cars
2015,dodge,Dart,2.4,4,35.3768,Naturally_Aspirated,M,6,0,F,G,2,2,midsize_cars
2016,dodge,Dart,2,4,36.2994,Naturally_Aspirated,A,6,1,F,G,2,2,midsize_cars
2016,dodge,Dart,1.4,4,42.2753,Turbocharged,M,6,0,F,GP,2,2,midsize_cars
2015,dodge,Dart Aero,1.4,4,43.1946,Turbocharged,AM,6,1,F,GP,2,2,midsize_cars
2015,dodge,Dart Aero,1.4,4,43.4096,Turbocharged,M,6,0,F,GP,2,2,midsize_cars
2016,dodge,Dart Aero,1.4,4,43.1946,Turbocharged,AM,6,1,F,GP,2,2,midsize_cars
2016,dodge,Dart Aero,1.4,4,43.4096,Turbocharged,M,6,0,F,GP,2,2,midsize_cars
2015,dodge,Dart GT,2.4,4,33.7788,Naturally_Aspirated,A,6,1,F,G,2,2,midsize_cars
2015,dodge,Dart GT,2.4,4,35.3153,Naturally_Aspirated,M,6,0,F,G,2,2,midsize_cars
2016,dodge,Dart GT,2.4,4,33.7787,Naturally_Aspirated,A,6,1,F,G,2,2,midsize_cars
2015,dodge,Durango AWD,3.6,6,25.2654,Naturally_Aspirated,A,8,1,4,G,2,2,standard_suv_4wd
2015,dodge,Durango AWD,5.7,8,21.013,Naturally_Aspirated,A,8,1,A,GM,1,1,standard_suv_4wd
2016,dodge,Durango AWD,3.6,6,27.172,Naturally_Aspirated,A,8,1,4,G,2,2,standard_suv_4wd
2016,dodge,Durango AWD,5.7,8,21.7207,Naturally_Aspirated,A,8,1,A,GM,1,1,standard_suv_4wd
2017,dodge,Durango AWD,3.6,6,27.172,Naturally_Aspirated,A,8,1,4,G,2,2,standard_suv_4wd
2017,dodge,Durango AWD,5.7,8,21.7207,Naturally_Aspirated,A,8,1,A,GM,1,1,standard_suv_4wd
2018,dodge,Durango AWD,3.6,6,27.172,Naturally_Aspirated,A,8,1,A,G,2,2,standard_suv_4wd
2018,dodge,Durango AWD,5.7,8,21.394,Naturally_Aspirated,A,8,1,A,GM,1,1,standard_suv_4wd
2015,dodge,Durango RWD,3.6,6,26.6374,Naturally_Aspirated,A,8,1,R,G,2,2,standard_suv_2wd
2015,dodge,Durango RWD,5.7,8,21.4863,Naturally_Aspirated,A,8,1,R,GM,1,1,standard_suv_2wd
2016,dodge,Durango RWD,3.6,6,28.1423,Naturally_Aspirated,A,8,1,R,G,2,2,standard_suv_2wd
2016,dodge,Durango RWD,5.7,8,21.702,Naturally_Aspirated,A,8,1,R,GM,1,1,standard_suv_2wd
2017,dodge,Durango RWD,3.6,6,28.1137,Naturally_Aspirated,A,8,1,R,G,2,2,standard_suv_2wd
2017,dodge,Durango RWD,5.7,8,21.702,Naturally_Aspirated,A,8,1,R,GM,1,1,standard_suv_2wd
2018,dodge,Durango SRT AWD,6.4,8,19.2787,Naturally_Aspirated,A,8,1,A,GP,1,1,standard_suv_4wd
2015,dodge,Grand Caravan,3.6,6,25.9349,Naturally_Aspirated,A,6,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2016,dodge,Grand Caravan,3.6,6,25.9349,Naturally_Aspirated,A,6,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2017,dodge,Grand Caravan,3.6,6,25.9349,Naturally_Aspirated,A,6,1,F,G,2,2,"special_purpose_vehicle,_minivan_2wd"
2015,dodge,Journey,2.4,4,27.6702,Naturally_Aspirated,A,4,1,F,G,2,2,small_suv_2wd
2015,dodge,Journey,3.6,6,25.257,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2017,dodge,Journey,2.4,4,27.6702,Naturally_Aspirated,A,4,1,F,G,2,2,small_suv_2wd
2017,dodge,Journey,3.6,6,25.257,Naturally_Aspirated,A,6,1,F,G,2,2,small_suv_2wd
2015,dodge,Journey AWD,3.6,6,24.4714,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2016,dodge,Journey AWD,3.6,6,24.4714,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2017,dodge,Journey AWD,3.6,6,24.4714,Naturally_Aspirated,A,6,1,A,G,2,2,small_suv_4wd
2017,dodge,Viper,8.4,10,17.6429,Naturally_Aspirated,M,6,0,R,GPR,1,1,two_seaters
2015,dodge,Viper SRT,8.4,10,18.78,Naturally_Aspirated,M,6,0,R,GP,1,1,two_seaters
